Trial #,tau_boost,z_offset,amp_push,push_ratio,swing_time,Distance (cm),Score
1,9.45718469834972,0.3497345446583586,0.5877304664069323,0.549164226892993,0.5005711989746215,192.0,-192.0
2,10.825718268548576,0.10910275883712434,0.4928116494858431,0.8951301480009989,0.583387536287297,Failed,1000.0
3,9.660556924188972,0.2405291031063109,0.7488519501499051,0.6648130671087132,0.5304201094810382,191.0,-191.0
4,9.782824362190741,0.3978796400514344,0.7996448001291352,0.878136663448077,0.9431009234698882,174.0,-174.0
5,10.36868428794812,0.3870323066424301,0.4282918599148276,0.8906589503816104,0.7769654119894203,111.0,-111.0
6,9.681124248773294,0.3407105195800301,0.400452128224023,0.7313241706415112,0.5808946833724665,128.0,-128.0
7,9.872190314734702,0.13188722796802804,0.40655379794175606,0.6566830353869444,1.2137497654989164,118.0,-118.0
8,9.913182158604892,0.2502845915896811,0.6417630281469714,0.6327284875987931,0.8918193345635741,294.0,-294.0
9,9.980811484929252,0.30938496790089687,0.7447538732226612,0.7113213419864965,0.9336066060643103,286.0,-286.0
10,8.451743242323335,0.3413906793732068,0.7647779370486159,0.5205668094667533,0.9024691998293962,246.0,-246.0
11,10.003933749311589,0.36052239148921905,0.4465560743213962,0.5668079272528732,0.8977857314155215,192.0,-192.0
12,8.596279341346591,0.18572131313738144,0.5913990835181759,0.518894240435649,0.5016757697277054,323.0,-323.0
13,9.772864399279666,0.3871534413311232,0.6551657009513837,0.5286147942741913,0.740729891859332,216.0,-216.0
14,10.162396008834994,0.24813061352946467,0.6546065027771258,0.5168138122998711,0.980041236736964,231.0,-231.0
15,10.433227064762683,0.21592448226772656,0.4007214099138888,0.7338535424225405,0.8334601560064716,191.0,-191.0
16,10.367115431268305,0.19469357268551635,0.538817897549893,0.7177581175069452,1.139899622246431,181.0,-181.0
17,8.851349557486794,0.38301336188673724,0.4426807702224014,0.5567035521616313,0.7949211104772054,144.0,-144.0
18,8.618999366626692,0.10933476500846641,0.5441188111124601,0.7810266615832306,0.8854992608930524,106.0,-106.0
19,8.929568077627891,0.33927453884320363,0.4563194901978922,0.6606070744438615,0.7452191812632843,187.0,-187.0
20,9.2579923754609,0.30120554749723566,0.6184034122562161,0.6725829942024072,1.3009387741513725,243.0,-243.0
21,8.47091580548862,0.2805574389825369,0.4323885325282888,0.7285289016342036,0.6191191910228444,169.0,-169.0
22,9.833402275722424,0.25267977629108845,0.7632622935304894,0.815022035034543,0.817514374133486,125.0,-125.0
23,8.275218655136548,0.1621207584843793,0.7933942460467023,0.5764673936357988,0.5914180614174189,246.0,-246.0
24,9.711583544060453,0.2997055845582101,0.4237784356126901,0.8799154264423531,0.5020984283737859,109.0,-109.0
25,7.797496281959273,0.21414042421558704,0.7169325407536119,0.5405120815443138,1.6265833036047923,263.0,-263.0
26,9.193715476421689,0.2292177470052577,0.7255231016183581,0.530700244035604,0.6251446683477335,309.0,-309.0
27,8.11352762854434,0.3394056420078036,0.7297429514095232,0.6718078665442857,1.3715169942709864,243.0,-243.0
28,9.44822262975454,0.2068599195099913,0.5507348733827593,0.5000165527105027,1.372407379808646,178.0,-178.0
29,8.423490331105366,0.2574944538736198,0.6420772048977392,0.5022696418652509,1.0090520561813097,235.0,-235.0
30,8.59610983444874,0.21022233050501454,0.5841125655910806,0.500148651036469,0.6377253595460951,242.0,-242.0
31,8.720170792353443,0.26776263547025664,0.69461034215682,0.8562735731672884,1.0507628063686936,124.0,-124.0
32,9.127753156557475,0.19279511359657206,0.7993490749645841,0.6109507899851248,1.1394412291649623,260.0,-260.0
33,8.164049982956966,0.18545282883019848,0.6848775953864008,0.524009657716457,1.0419005613591457,250.0,-250.0
34,8.764988293731792,0.3963100772030497,0.7238380457383403,0.5633275565748161,1.0862200508355548,256.0,-256.0
35,8.551520010962161,0.27791377750575486,0.6789472445164715,0.5150011629845483,1.4393267070109521,289.0,-289.0
36,8.579323311368672,0.21690535168606045,0.7941342593062886,0.7066668110068515,1.0699024846754936,254.0,-254.0
37,8.984667044884997,0.27170815996620673,0.7900851518912241,0.5040906874113585,0.5245649099257139,367.0,-367.0
38,8.843857411195502,0.30687546951382616,0.6459724646518754,0.5114669975919431,1.8441594988737784,311.0,-311.0
39,8.631688925323582,0.19929934456963705,0.7691279409394818,0.5442195649384107,1.0349588835905053,265.0,-265.0
40,9.259042817798356,0.3285036995745793,0.6566478737032027,0.593400761746172,1.4951212806890897,305.0,-305.0
41,8.149714902621081,0.3276223062830121,0.74245996589081,0.5089272501706456,0.7083370191387072,231.0,-231.0
42,9.077753852829176,0.29451180846952546,0.773685239333406,0.5027675349994682,1.433251971979901,308.0,-308.0
43,9.728648352568445,0.31697472475336946,0.7539295528987008,0.5007188713067106,0.8372968505487873,250.0,-250.0
44,8.918732830618657,0.3390412568369504,0.7165023465636217,0.5190188264134946,0.7934703457419151,238.0,-238.0
45,8.656659114023874,0.22285464377596748,0.7720955387233669,0.6220084117316611,1.4864490088128883,280.0,-280.0
46,9.6529283913414,0.27399569729757356,0.7798855367303518,0.6486758475995581,1.606482458560906,263.0,-263.0
47,9.004388825141094,0.13434341226591417,0.7490280494615796,0.5078463884823431,1.2691874221092168,206.0,-206.0
48,9.067933545066548,0.20499600132728263,0.7381665510235081,0.5422471453543799,1.010595650245759,263.0,-263.0
49,9.194206987529068,0.23642938186248688,0.7924657438667543,0.6409836175179745,1.6529746137587134,255.0,-255.0
50,9.838322007066973,0.37890086496059266,0.7949938131424649,0.578797100252781,1.8450797539116943,365.0,-365.0
