source_file,Trial #,tau_boost,z_offset,amp_push,push_ratio,swing_time,Distance (cm),Score
optimization_log_cmaes_2.csv,12,8.596279341346591,0.1857213131373814,0.5913990835181759,0.518894240435649,0.5016757697277054,323.0,-323.0
optimization_log_cmaes_3.csv,37,8.984667044884997,0.2717081599662067,0.7900851518912241,0.5040906874113585,0.5245649099257139,367.0,-367.0
